IdCompra,IdPropietario,IdDocumento,NoDocumento,IdProveedor,RetencionRenta,Concepto,IdTipoCompra,DeducibleServiciosMedicos,DeducibleColegiatura,DeducibleCombustible,DeducibleDonaciones
552,2,1,54274893,13,FALSO,Pago por Consumo de Agua Potable en casa Ubicada en Colonia Utila.-,5,FALSO,FALSO,FALSO,FALSO
553,2,3,4062660,3,FALSO,Valor pago de Recibo por Consumo de Línea Fija en Laa Casita.-,1,FALSO,FALSO,FALSO,FALSO
554,1,3,4062679,3,FALSO,Valor pago de Consumo de Línea Fija en Casa 3-4,1,FALSO,FALSO,FALSO,FALSO
555,1,1,5304779,3,FALSO,Valor pago de Consumo de Línea Inalanbrica de Dr.,5,FALSO,FALSO,FALSO,FALSO
556,1,3,605359,9,FALSO,"Compra de Gasolina
336 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
557,5,3,622,119,FALSO,1 Copia de Palno en Papel Blanco,1,FALSO,FALSO,FALSO,FALSO
558,2,3,90478,125,FALSO,2 Boletos,1,FALSO,FALSO,FALSO,FALSO
559,1,3,236800,126,FALSO,Valor pago por Publicación de Anuncio en El Diario de Hoy de Venta de Terreno de la Sección 104.-,1,FALSO,FALSO,FALSO,FALSO
560,1,3,236801,126,FALSO,Valor pago de un anuncio publicad en el Diario de Hoy de Venta de Apartamentos en Santa Tecla.-,1,FALSO,FALSO,FALSO,FALSO
561,1,3,236802,126,FALSO,Valor pago de Una Publicacion de Alquiler de un Edificio en Colonia Flor Blanca.-,1,FALSO,FALSO,FALSO,FALSO
562,5,3,607206,9,FALSO,"Compra de Gasolina
336 Power Plus",1,FALSO,FALSO,FALSO,FALSO
563,5,1,110009,127,FALSO,"Compra de Gasolina
Premiun Especial",5,FALSO,FALSO,FALSO,FALSO
564,2,3,10764,81,FALSO,Valor Copias y Anillado.,1,FALSO,FALSO,FALSO,FALSO
565,1,3,32729,7,FALSO,"Compra de Medicinas
1 Amaril 2.0 mg
1 Cozaar 50mg",1,FALSO,FALSO,FALSO,FALSO
566,2,3,25477,82,FALSO,"Compra de Gasolina
Energy 8000",1,FALSO,FALSO,FALSO,FALSO
568,4,3,18761,128,FALSO,Compras Varias,1,FALSO,FALSO,FALSO,FALSO
569,2,3,40219,67,FALSO,"Valor Compra de Acsesorios para Timbre
Pulsador para Timbre",1,FALSO,FALSO,FALSO,FALSO
570,2,3,25691,129,FALSO,"Compra de Gasolina Premiun 
Energy de 8000",1,FALSO,FALSO,FALSO,FALSO
571,5,3,6935263,15,FALSO,"Compra de Materiales
Lamina Canal Tica 36*3*1
Lamina Canal Tica 26*2*1 Yarda",1,FALSO,FALSO,FALSO,FALSO
572,5,3,525488,9,FALSO,"Compra de Gasolina
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
573,5,3,5083350,100,FALSO,"Compra de Materiales
Lamina Gal Club Blue Star
Libra de Clavo Para Lamina",1,FALSO,FALSO,FALSO,FALSO
574,5,3,6935296,15,FALSO,Lamina Canal Tica 26 2*1,1,FALSO,FALSO,FALSO,FALSO
575,1,3,24155,41,FALSO,"Compra de Gasolina
Esso Energy 8000 Super Premiun",1,FALSO,FALSO,FALSO,FALSO
576,1,3,24825,41,FALSO,"Valor Compra de Gasolina
Esso Energy 8000 Super Premiun",1,FALSO,FALSO,FALSO,FALSO
577,2,3,214850,9,FALSO,"Compra de Gasolina
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
578,1,3,5228,11,FALSO,"Compra de Medicinas
Advantage
Avandia",1,FALSO,FALSO,FALSO,FALSO
579,1,3,6821916,15,FALSO,"Compra de Materiales
Espatulilla Pulida
Fibered Plastic Roof
Cement Black Jack
Tramo Galvanizado
Arandela Asfaltica",1,FALSO,FALSO,FALSO,FALSO
580,1,1,54576288,13,FALSO,Valor pago de Consumo de Agua Potable en Casa Situada en  7a Calle Oriente 3-4,5,FALSO,FALSO,FALSO,FALSO
581,1,1,54576120,13,FALSO,"Valor Pago de Consumo de Agua Potable
en la Casa Situada en 5a Avenida Norte 2-7 Santa Tecla",5,FALSO,FALSO,FALSO,FALSO
582,1,3,80261,23,FALSO,"Valor de Consumo de Internet y cable de l mes de 
28 de Julio al 27 de Agosto.",1,FALSO,FALSO,FALSO,FALSO
583,2,1,54576176,13,FALSO,Valor Pago por Consumo de Agua Potable en la casa situada en  5a Avenida  4-2,5,FALSO,FALSO,FALSO,FALSO
584,2,1,3565124,3,FALSO,Valor pago de consumo de linea fija en casa situada en Edificio 2322,5,FALSO,FALSO,FALSO,FALSO
585,2,1,3259553,3,FALSO,Valor pago por comsumo de linea fija en casa situada en colonia Utila.,5,FALSO,FALSO,FALSO,FALSO
586,5,3,8564,127,FALSO,2.222 Galones de Gasolina Premian Especial,1,FALSO,FALSO,FALSO,FALSO
587,2,3,82,132,FALSO,1 Reparacion de Sistema,1,FALSO,FALSO,FALSO,FALSO
588,5,3,5310,130,FALSO,10 Locetas Galaxia,1,FALSO,FALSO,FALSO,FALSO
589,2,3,155,131,FALSO,Gastos por Carcaza,1,FALSO,FALSO,FALSO,FALSO
590,5,3,605311,60,FALSO,Comisiuones con cargo a cuenta,1,FALSO,FALSO,FALSO,FALSO
591,5,3,120356,9,FALSO,"Compra de Gasolina
361 Power Premian",1,FALSO,FALSO,FALSO,FALSO
592,2,1,3381475,3,FALSO,Valor pago de Factura de Consumo de Línea Fija en Edifio Flor Blanca,5,FALSO,FALSO,FALSO,FALSO
593,2,1,468220,40,FALSO,Valor pago de Factura por Servicios de un mes de Señal de Cable en casa ubicada en Colonia Utila.-,5,FALSO,FALSO,FALSO,FALSO
594,2,3,14,49,FALSO,V/Por materiales de construccion empleados en la remodelacion de la casa de San Miguelito.,1,FALSO,FALSO,FALSO,FALSO
595,2,3,15,49,VERDADERO,V/Honorarios por servicios prestados en la remodelacion e la casa de San Miguelito,1,FALSO,FALSO,FALSO,FALSO
596,5,3,526769,9,FALSO,"Compra de Gasolina
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
597,1,3,611357,9,FALSO,"Compra de Gasolina
336 Power Premiun 90 Octanos",1,FALSO,FALSO,FALSO,FALSO
598,1,3,5321,130,FALSO,"Compra de materiales
40 locetas galaxia",1,FALSO,FALSO,FALSO,FALSO
599,5,3,284,133,FALSO,"Compra de Gasolina
Premiun",1,FALSO,FALSO,FALSO,FALSO
600,2,3,1217,104,FALSO,Por servicios prestados a  su Persona,1,FALSO,FALSO,FALSO,FALSO
601,1,3,32855,7,FALSO,"Compra de Medicinas
1 Caja de Cozaar
60 Tabletas de Lorazepan
1 Amaryl",1,FALSO,FALSO,FALSO,FALSO
602,2,3,5420796,2,FALSO,"Compra de Materiales
Tuvo pvc
Union cople pvc",1,FALSO,FALSO,FALSO,FALSO
603,2,3,526845,9,FALSO,"Compra de Gasolina
361Power Premiun",1,FALSO,FALSO,FALSO,FALSO
604,1,3,613113,9,FALSO,"Compra de Gasolina
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
605,5,3,520859,9,FALSO,"Compra de Gasolina
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
606,1,3,49005,25,FALSO,"Lavado y Planchado DE Prendas de Vestir
2 Trajes Clasicos
4 Pantlalones",1,FALSO,FALSO,FALSO,FALSO
607,1,3,401514,67,FALSO,"Compra de Materiales 
Llave con rosca
Tapón henbra con rosca",1,FALSO,FALSO,FALSO,FALSO
608,2,1,54812182,13,FALSO,Valor Pago de consumo de agua potable en casa de colonia Utila.,5,FALSO,FALSO,FALSO,FALSO
609,2,1,19564698,12,FALSO,Valor pago de recibo por consumo de energia electrica,5,FALSO,FALSO,FALSO,FALSO
610,2,1,19615921,12,FALSO,Valor pago de consumo de energia electrica,5,FALSO,FALSO,FALSO,FALSO
611,1,1,19615916,12,FALSO,Valor pago de iompuestos de alcaldia de la casa # 3-4,5,FALSO,FALSO,FALSO,FALSO
612,1,1,19615916,12,FALSO,Valor de pago de consumo de energia electrica de la casa # 3-4.,5,FALSO,FALSO,FALSO,FALSO
613,4,1,17580227,134,FALSO,Valor pago de energia electrica de la casa situada en san miguelito # 1267,5,FALSO,FALSO,FALSO,FALSO
614,1,3,4101337,3,FALSO,Valor pago de consumo de linea Fija en cas ubicada colonia santa monica # 3-4,1,FALSO,FALSO,FALSO,FALSO
615,2,3,4101318,3,FALSO,Valor pago de consumo de Línea Fija  en la casita,1,FALSO,FALSO,FALSO,FALSO
616,1,1,5270165,2,FALSO,"Compras Varias 
Acido muriatico s/enbase",5,FALSO,FALSO,FALSO,FALSO
617,5,3,4905,30,FALSO,"Compras Varias
Disco Duro Samsung
DVD beng dvd rc
Ventilador omega",1,FALSO,FALSO,FALSO,FALSO
618,2,3,613439,9,FALSO,"Compra de Gasolina
337 Pòwer Self",1,FALSO,FALSO,FALSO,FALSO
619,1,3,401514,67,FALSO,"Compras Varias
Estado Preparado
Llave de Chorro C/rosca n.t
Tapón Hembra",1,FALSO,FALSO,FALSO,FALSO
620,2,3,5139678,100,FALSO,"Compras Varias
Acito Muriático Botella
Pieza Cloro en Tableta",1,FALSO,FALSO,FALSO,FALSO
621,5,3,5273979,2,FALSO,"Compra de Materiales
Clavo para Lamina
Clavo con Cabeza",1,FALSO,FALSO,FALSO,FALSO
622,1,3,9008,1,FALSO,"Compra de Medicinas
Famotidina
Cozaar 50mg
Avandia 4mg",1,FALSO,FALSO,FALSO,FALSO
623,5,3,40051,20,FALSO,"Compras Varias
Ventilador Blanco para Disco duro
Quemador de dvd+R/RW LG 16*IDE",1,FALSO,FALSO,FALSO,FALSO
624,1,1,24980,29,FALSO,"Gastos de Papelería y útiles
1 Caja de Fastener
12 Folder Tamaño Carta.",5,FALSO,FALSO,FALSO,FALSO
625,2,1,17544306,134,FALSO,"Pago de Consumo de Energía Eléctrica del Edificio de Colonia Flor Blanca.
Correspondiente al mes de Septiembre",5,FALSO,FALSO,FALSO,FALSO
626,2,1,17544306,134,FALSO,Valopr pago de Impuestos de alcaldia de el Edificio de Colonia Flor Blanca,5,FALSO,FALSO,FALSO,FALSO
627,5,3,7589,136,FALSO,"1 Viaje de Arena
1 Viaje de Ripio",1,FALSO,FALSO,FALSO,FALSO
628,5,3,547,135,FALSO,Instalacion de Alanbre Razor Simulado,1,FALSO,FALSO,FALSO,FALSO
629,1,1,5326455,2,FALSO,"Compras Varias
Foco esmerilado 60W Philips",5,FALSO,FALSO,FALSO,FALSO
630,1,3,7868,18,FALSO,"Compra de Materiales
10 Bolsas de Cemento Cessa",1,FALSO,FALSO,FALSO,FALSO
631,5,3,614506,9,FALSO,"Compra de Gasolina
336 Power Plus",1,FALSO,FALSO,FALSO,FALSO
632,5,1,1425,138,FALSO,"valor pago de
1 Mes de sym",5,FALSO,FALSO,FALSO,FALSO
633,5,3,731,139,FALSO,"Compra de Accesorios de Oficina
Case Gris con usb al frente y sonido
Tarjeta de Video 128AGP Geforse 8x
Tarjeta de red Encore",1,FALSO,FALSO,FALSO,FALSO
634,3,3,8038333,12,FALSO,"Valor pago de dos meses de energia electrica, utilizada en El rancho de San Diego.",1,FALSO,FALSO,FALSO,FALSO
635,5,3,528644,9,FALSO,"Compra de Gasolina
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
636,5,3,747,139,FALSO,"Compra de Accesorios para Oficina
Disco Duro Seagate 8GB",1,FALSO,FALSO,FALSO,FALSO
637,5,3,755,139,FALSO,"Compra de Accesorios para Oficina
Cooler para Pentium4",1,FALSO,FALSO,FALSO,FALSO
638,1,1,242123,114,FALSO,Gasto de Impresión de Estado de Cuenta de la Cuenta Nº 0315311036001-5,5,FALSO,FALSO,FALSO,FALSO
639,1,3,615928,9,FALSO,"Compra de Gasolina
342 Power Plus 90 Octanos",1,FALSO,FALSO,FALSO,FALSO
640,1,3,7879,18,FALSO,"Compra de Materiales
10 Bolsas de Cemento Cessa",1,FALSO,FALSO,FALSO,FALSO
641,5,3,147980,26,FALSO,"Gastos Sobre Compras
Derecho de Circulacion
Multa por Extenporan
Servcicio de Tarjeta",1,FALSO,FALSO,FALSO,FALSO
642,2,3,530314,9,FALSO,"Compra de Gasolina
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
643,2,1,5387285,3,FALSO,Valor pago de una Mensualidad por Consumo de Línea Inalambrica .-,5,FALSO,FALSO,FALSO,FALSO
644,2,1,34133802,26,FALSO,"Valor pago de Derecho de circulacion
y Servicio de Tarjeta",5,FALSO,FALSO,FALSO,FALSO
645,1,1,19612193,12,FALSO,Valor pago de Impuestos de Alcaldía del Apartamento 4 de 5a Avenida Norte,5,FALSO,FALSO,FALSO,FALSO
646,1,1,19612193,12,FALSO,Valor pago de Recibo de Energía Eléctrica del Apartamento Nº 4 DE 5a Avenida Norte,5,FALSO,FALSO,FALSO,FALSO
647,1,3,198,140,FALSO,Por Instalacion de 14.5 Metros de Alambre Razor Electrificado,1,FALSO,FALSO,FALSO,FALSO
648,1,3,531592,9,FALSO,"Compra de Gasolina 
361 Power Premiun",1,FALSO,FALSO,FALSO,FALSO
649,1,3,9047,1,FALSO,"Compra de Medicinas
Avandia 4mg",1,FALSO,FALSO,FALSO,FALSO
650,1,1,167474,11,FALSO,"Compra de Medicinas
Cebion Sabor Fresa",5,FALSO,FALSO,FALSO,FALSO
651,2,3,2054,141,FALSO,"Compra de Accesorio para telefono Celular
Bateria Nokia 6120 Original",1,FALSO,FALSO,FALSO,FALSO
652,5,3,532342,9,FALSO,"Compra de Gasolina
361 Power Premian",1,FALSO,FALSO,FALSO,FALSO
653,1,3,635247,82,FALSO,"Compra de Gasolina
Gasolina Energy 8000",1,FALSO,FALSO,FALSO,FALSO
654,1,1,1181464,60,FALSO,Cobro por Solicitud de Chequera,5,FALSO,FALSO,FALSO,FALSO
655,2,1,53651440,3,FALSO,Valor pago de Recibo de Teléfono fijo del Edificio de Colonia Flor Blanca,5,FALSO,FALSO,FALSO,FALSO
656,2,1,53544631,3,FALSO,Pago de Factura de Teléfono de la casa de Utila,5,FALSO,FALSO,FALSO,FALSO
657,2,1,55092040,13,FALSO,Factura de Agua de la casita Ubicada en 5a Aveinida Norte 4-2 Santa Tecla.-,5,FALSO,FALSO,FALSO,FALSO
658,1,1,55091984,13,FALSO,Factura de Agua de la casa del Apartamento 4,5,FALSO,FALSO,FALSO,FALSO
659,1,1,55092152,13,FALSO,Factura de Agua de la casa Ubicada en Residencial Santa Monica Nº 3-4 Santa Tecla,5,FALSO,FALSO,FALSO,FALSO
660,1,3,106101,23,FALSO,Pago de Internet y Cable.,1,FALSO,FALSO,FALSO,FALSO
661,1,3,7699,136,FALSO,Compra de Una Camionada de Arena,1,FALSO,FALSO,FALSO,FALSO
662,1,3,5330924,2,FALSO,"Compra de Materiales
Cemento gris Bolsa de 42.50kgs",1,FALSO,FALSO,FALSO,FALSO
663,1,3,5330933,2,FALSO,"Compra de Materiales
Pegamento Pvc
Codo Pvc
Tee Pvc
Codo Pvc",1,FALSO,FALSO,FALSO,FALSO
664,1,1,54826589,13,FALSO,Factura por Servicios de Agua Potable,5,FALSO,FALSO,FALSO,FALSO
665,2,1,94097,1,FALSO,"Compra de Medicinas
Veratad x 30 tabletas
Co-Diovan 80/12",5,FALSO,FALSO,FALSO,FALSO
666,1,3,9065,1,FALSO,"Compra de Medicinas
Avandia 4mg x14
Amlosyn 10mg x 30 tabletas
Cozaar 50mg x Tabletas
Amaril 2.0",1,FALSO,FALSO,FALSO,FALSO
667,1,1,44106,28,FALSO,"Compra de Papel Para Contometro
4 Rollos de Papel",5,FALSO,FALSO,FALSO,FALSO
668,1,1,1,105,FALSO,"Compra de Poapeleria Y útiles
5 Sobres Manila tamaño 
7 Sobres 9 x12 Blanco",5,FALSO,FALSO,FALSO,FALSO
669,1,3,620448,9,FALSO,"Compra de Gasolina
336 Power Plus",1,FALSO,FALSO,FALSO,FALSO
670,2,3,33272,15,FALSO,"Compra de Materiales de Tuberias
Tubo Abasto
Cinta Teflon
Válvula Control
Fibered Palstic
Cemento Balck
Solvente Mineral",1,FALSO,FALSO,FALSO,FALSO
671,1,3,636626,82,FALSO,"Compra de Gasolina
Energy 8000.",1,FALSO,FALSO,FALSO,FALSO
672,1,3,2372,67,FALSO,"Compras Varias
Reflector",1,FALSO,FALSO,FALSO,FALSO
673,1,3,2370,67,FALSO,"Compras Varias
1 Reflector",1,FALSO,FALSO,FALSO,FALSO
674,2,1,55404655,13,FALSO,Valor Pago de Recibo de Agua Potable en la casa de Colonia Utila.-,5,FALSO,FALSO,FALSO,FALSO
675,1,1,7370,5,FALSO,"Compra de Materiales 
Clavos de Acero Azulado Aleman",5,FALSO,FALSO,FALSO,FALSO
676,1,3,7924,18,FALSO,"Compra de Materiales de Construccion 
5 Bolsas de Cemento",1,FALSO,FALSO,FALSO,FALSO
677,1,3,36642,15,FALSO,"Compra de Materiales
Fibered Plastic Roof
Cement Balck Jack",1,FALSO,FALSO,FALSO,FALSO
678,1,3,36706,15,FALSO,"Compra de Materiales
Fibered Plastic Roof
Cement Black Jack",1,FALSO,FALSO,FALSO,FALSO
679,2,1,19840985,12,FALSO,"Valor Pago de Impuestos de Alcaldía de la casa Ubicada en colonia Utila de Santa Tecla.-
Correspondiente al mes de Octubre de 2005.-",5,FALSO,FALSO,FALSO,FALSO
680,2,1,19840985,12,FALSO,"Valor pago de Energía Eléctrica de la casa Ubicada en Colonia Utila.
Correspondiente al mes de Octubre.-",5,FALSO,FALSO,FALSO,FALSO
681,2,1,509099,40,FALSO,Pago de un mes de Señal de cable periodo de Agosto 2005.-,5,FALSO,FALSO,FALSO,FALSO
682,2,3,4140158,3,FALSO,Pago de Línea Fija en casa Ubicada en 5a Avenioda Norte 4-2 de Santa Tecla.-,1,FALSO,FALSO,FALSO,FALSO
683,1,3,4140177,3,FALSO,Valor pago de Consumo de line Fija en casa 3-4 Santa Tecla.-,1,FALSO,FALSO,FALSO,FALSO
684,1,3,9106,1,FALSO,"Compra de Medicinas
Cozaar 50mg x14 Tabletas
Amaryl 2.0 x 20 Comprim
Avandia 4MGX 14 Tabletas Tiras",1,FALSO,FALSO,FALSO,FALSO
685,4,3,19,49,VERDADERO,Reparacion de techos y Cielos Falsos del centro Comercial Central Plaza #3-4  Avenida Manuel Gallardo,1,FALSO,FALSO,FALSO,FALSO
686,3,3,18,49,VERDADERO,Reparacion de Techos de la casa 39 de Residencial Maya.-,1,FALSO,FALSO,FALSO,FALSO
687,2,3,17,49,VERDADERO,Por Honorarios de Reparacion de la casa de San Miguelito Ubicada en 1a Calle Avenida Norte 1267.-,1,FALSO,FALSO,FALSO,FALSO
688,5,3,5004277,142,FALSO,"Compras de Bateria
Rec Nx 100-s6ls L. Mtto. 45 Amps",1,FALSO,FALSO,FALSO,FALSO
689,2,3,5140236,100,FALSO,"Compras Varias
Acido Muriático Galon
Cuelga todo Metalico Nac
Cloro Granular",1,FALSO,FALSO,FALSO,FALSO
690,1,3,39203,29,FALSO,"Compras de Papelería y Útiles
2 Resmas de Papel Bond Tamaño Carta.-
10 Folder Tamaño Carta
8 Sobres manila
25 Sobres Tamaño Oficio
1 Caja de Click
1 Rollo de Tirro",1,FALSO,FALSO,FALSO,FALSO
691,5,3,622899,9,FALSO,"Compra  de Gasolina
337 Power Plus",1,FALSO,FALSO,FALSO,FALSO
692,4,1,18078857,134,FALSO,Valor pago de Energía Eléctrica de la casa de San Miguelito.-,5,FALSO,FALSO,FALSO,FALSO
693,2,3,27709,41,FALSO,"Compra de Gasolinas
Esso Energy 8000",1,FALSO,FALSO,FALSO,FALSO
694,2,3,31976,111,FALSO,"Compra de Gasolina
5.906 Defenda",1,FALSO,FALSO,FALSO,FALSO
695,1,1,1601,144,FALSO,"Compras De Alimentos
Consumo de Alimentos y Bebidas",5,FALSO,FALSO,FALSO,FALSO
696,1,3,49656,70,FALSO,"1 Friccion Freno de Disco
1 Cambio de Aceite Rapido",1,FALSO,FALSO,FALSO,FALSO
697,1,3,5143647,100,FALSO,"Compra de Materiales de reparacion de la casa de san miguelito
10 Galon Pintura Colonial Gris Plata
15 Galon de Pintura Colonial Blanco Huezo
2 Galon de Pintura Colonial  Melocoton
3 Galon de Pintura Colonial Azul Firmamento
5 Galon de Pintura Coloni",1,FALSO,FALSO,FALSO,FALSO
698,4,3,179510,101,FALSO,Fotografias Tamaño Cedula,1,FALSO,FALSO,FALSO,FALSO
699,5,3,8213,9,FALSO,"Compra de Tarjeta para Teléfono
Tarjeta Personal.",1,FALSO,FALSO,FALSO,FALSO
700,1,3,48362,145,FALSO,Compra de Gasolina,1,FALSO,FALSO,FALSO,FALSO
701,1,1,145593,127,FALSO,Compra de Gasolina,5,FALSO,FALSO,FALSO,FALSO
702,1,3,8173,89,FALSO,Compra de una Pila con dos Lavaderos,1,FALSO,FALSO,FALSO,FALSO
703,1,3,19858,146,FALSO,"Compra de Materiales
4 Bolsas de Cemento Cessa.",1,FALSO,FALSO,FALSO,FALSO
704,1,1,8822,147,FALSO,Licencia  Particular,5,FALSO,FALSO,FALSO,FALSO
705,1,1,1633619,26,FALSO,Referenda de Licencia,5,FALSO,FALSO,FALSO,FALSO
706,4,3,5143717,100,FALSO,"Compra de Materiales de Fontaneria.-
2 Libres de Clavo con Cabeza
2 Piezas de Caja Rectangular
2 Piezas de Llave de Chorro
5 Libras de Clavo con Cbeza
1 Pieza Curva PVC
1 Pieza Pegamento Tangin",1,FALSO,FALSO,FALSO,FALSO
707,1,3,9129,7,FALSO,"Compra de Medicinas
60 Lorazepan 2mgX50 Tabletas.",1,FALSO,FALSO,FALSO,FALSO
708,2,3,8848,43,FALSO,Ultrasonografia de Ambos Senos,1,FALSO,FALSO,FALSO,FALSO
709,1,3,624918,9,FALSO,"Compra de Gasolina
Power Premiun",1,FALSO,FALSO,FALSO,FALSO
710,1,3,151330,26,FALSO,"Derecho de Circualacion
Servicio de Tarjeta
Derecho de Circulacion
Servicio de Targeta",1,FALSO,FALSO,FALSO,FALSO
711,4,3,6339,148,FALSO,1 JRP Guit Acust Playwood Nylon,1,FALSO,FALSO,FALSO,FALSO
712,1,1,9829,61,FALSO,2 Copias s-s,5,FALSO,FALSO,FALSO,FALSO
713,2,1,82500,43,FALSO,"Asistencia Medica
Mamografia Bialterial",5,FALSO,FALSO,FALSO,FALSO
714,3,3,37037,15,FALSO,"Compra de Materiales
Ready mix Joint Compoun",1,FALSO,FALSO,FALSO,FALSO
715,1,3,5597844,2,FALSO,"Compra de Materiales
Lija 3m de Agua 80c
Lija 3m de Agua 100c",1,FALSO,FALSO,FALSO,FALSO
716,2,3,5140810,100,FALSO,"Compras Varias
4 Galones de Acido Muriático
3 Piezas de Cloro Granular CL2.2LB.",1,FALSO,FALSO,FALSO,FALSO
717,1,1,55695862,13,FALSO,Valor Pago de Recibo de Agua Potable en casa Ubicada en 5a Avenida Norte 2-7,5,FALSO,FALSO,FALSO,FALSO
718,1,1,55696030,13,FALSO,Valor Pago de Recibo de Agua de la Casa Ubicada en Urbanizacion Santa Monica,5,FALSO,FALSO,FALSO,FALSO
719,1,1,19893544,12,FALSO,Valor Pago de Recibo de Energía Eléctrica de la casa Ubicada en 7a Calle Oriente 3-4,5,FALSO,FALSO,FALSO,FALSO
720,1,1,19893544,12,FALSO,Valor Pago de Recibo de Impuestos de Alcaldía de La casa Ubicada en 7a Calle Oriente 3-4 Santa Tecla,5,FALSO,FALSO,FALSO,FALSO
721,3,3,8042523,12,FALSO,Valor Pago de Recibo de Energía Eléctrica del Rancho de San Diego,1,FALSO,FALSO,FALSO,FALSO
722,2,1,55790321,13,FALSO,Valor Pago de Recibo de Agua Potable de La Casa de San Miguelito,5,FALSO,FALSO,FALSO,FALSO
723,2,1,155695918,13,FALSO,Valor pago de Recibo de Agua Potable de la Casa de la Oficina,5,FALSO,FALSO,FALSO,FALSO
724,2,1,575933,3,FALSO,Valor pago de Factura de Teléfono Inalambrico,5,FALSO,FALSO,FALSO,FALSO
725,1,1,3201205,7,FALSO,"Compra de Medicina
1 Amoxicilina 2mk",5,FALSO,FALSO,FALSO,FALSO
726,1,3,93124,11,FALSO,"Compra de Medicinas
Lancetas Softoclix",1,FALSO,FALSO,FALSO,FALSO
727,2,3,324,149,FALSO,1 Teléfono p`220,1,FALSO,FALSO,FALSO,FALSO
728,2,1,53819789,3,FALSO,Valor pago de Recibo de Teléfono de Edificio,5,FALSO,FALSO,FALSO,FALSO
729,2,3,625490,9,FALSO,"Compra de Gasolina
Power Premiun",1,FALSO,FALSO,FALSO,FALSO
730,1,3,641226,82,FALSO,"Compra de Gasolina
Energy 8000",1,FALSO,FALSO,FALSO,FALSO
731,5,3,543033,9,FALSO,"Compra de Gasolina
361 PowerPremiun",1,FALSO,FALSO,FALSO,FALSO
732,2,1,1989359,12,FALSO,Valor Pago de Recibo de Energía Eléctrica de la Casita,5,FALSO,FALSO,FALSO,FALSO
733,2,1,19893549,12,FALSO,Valor pago de Recibo de Impuestos de Alcaldía dela casita,5,FALSO,FALSO,FALSO,FALSO
734,2,1,54093400,3,FALSO,Valor pago de factura de teléfono de linea fija en casa de Colonia Utila,5,FALSO,FALSO,FALSO,FALSO
735,2,3,202,80,FALSO,Valor pago de Recibo por Llamadas de Larga Distancia,1,FALSO,FALSO,FALSO,FALSO
736,1,3,9149,1,FALSO,"Compra de Medicinas
1 Glucohpage Fortex 40 tabl.
1 Amaryl  2.0 x 20
1 Cozaar 50mg
2 Avandia 4mg x14 tabl.",1,FALSO,FALSO,FALSO,FALSO
737,4,3,135920,33,FALSO,"Compras Varias
1 Reloj",1,FALSO,FALSO,FALSO,FALSO
738,2,3,2718,111,FALSO,"Compra de Gasolina
Defenda",1,FALSO,FALSO,FALSO,FALSO
739,4,3,5140965,100,FALSO,"Compra de Materiales Remodelacion Ed.-
1 Colonial Anticorrosivo Nogal
1 Colonial Anticorrosivo Negro
1 Bot Triner Corriente
1 Bot Solvente Mineral
1 Pieza Brocha Cerda Estándar 2""",1,FALSO,FALSO,FALSO,FALSO
740,2,3,8813,150,FALSO,"Compra de Accesoriuos para Oficina
1 Tinta Generica hp27
1 Tinta Generica hp56
1 Tinta Generica hp57",1,FALSO,FALSO,FALSO,FALSO
741,1,3,9155,1,FALSO,"Compra de Medicinas
20 Famotidina 40mg
1 Gabirol x 100mg x 14cap",1,FALSO,FALSO,FALSO,FALSO
742,2,3,12839,79,FALSO,"Compras de Oficina
1 Caja de CD´S",1,FALSO,FALSO,FALSO,FALSO
743,1,3,133764,23,FALSO,Pago de Factura Mensual por los servicios de internet y cable.-,1,FALSO,FALSO,FALSO,FALSO
744,2,1,514199326,3,FALSO,"Pago de Factura Mensual por los Servicios de Teléfono de Línea Fija.-
Situada en Colonia Flor Blanca.-",5,FALSO,FALSO,FALSO,FALSO
745,1,3,27959,82,FALSO,"Compra de Gasolina
Energy 8000",1,FALSO,FALSO,FALSO,FALSO
746,3,3,643321,82,FALSO,"Compra de Gasolina
Enrgy 8000",1,FALSO,FALSO,FALSO,FALSO
747,3,3,107518,15,FALSO,"Compras Varias
Cloro Hipoclorito
Teléfono Alambrico
Cerradura.-",1,FALSO,FALSO,FALSO,FALSO
748,2,3,5141085,100,FALSO,"Compra de Accesorios
Asiento pLastico Redondo Yellow.-",1,FALSO,FALSO,FALSO,FALSO
749,2,3,206630,39,FALSO,"Compra de Gasolina
Gasolina Super BB",1,FALSO,FALSO,FALSO,FALSO
750,2,1,55991443,13,FALSO,"Valor pago de Factura de Agua
dela casa Ubicada en Colonia Utila.-",5,FALSO,FALSO,FALSO,FALSO
751,2,3,107842,15,FALSO,"Compra de Accesorios para Oficina
Guia Navidad Color 100l
Extencion
Asiento inodoro Plastico Verde Tropical
Asiento Inodoro Soft Blue",1,FALSO,FALSO,FALSO,FALSO
